"Name","X1_aq.mzML","X13_aq.mzML","X133_aq.mzML","X134_aq.mzML","X135_aq.mzML","X136_aq.mzML","X140_aq.mzML","X142_aq.mzML","X143_aq.mzML","X144_aq.mzML","X146_aq.mzML","X147_aq.mzML","X148_aq.mzML","X150_aq.mzML","X161_aq.mzML","X162_aq.mzML","X164_aq.mzML","X167_aq.mzML","X168_aq.mzML","X169_aq.mzML","X170_aq.mzML","X172_aq.mzML","X173_aq.mzML","X174_aq.mzML","X175_aq.mzML","X176_aq.mzML","X16_aq.mzML","X17_aq.mzML","X18_aq.mzML","X19_aq.mzML","X20_aq.mzML","X21_aq.mzML","X22_aq.mzML","X2_aq.mzML","X23_aq.mzML","X25_aq.mzML","X26_aq.mzML","X27_aq.mzML","X29_aq.mzML","X30_aq.mzML","X31_aq.mzML","X32_aq.mzML","X33_aq.mzML","X3_aq.mzML","X35_aq.mzML","X36_aq.mzML","X40_aq.mzML","X41_aq.mzML","X42_aq.mzML","X43_aq.mzML","X45_aq.mzML","X46_aq.mzML","X5_aq.mzML","X48_aq.mzML","X49_aq.mzML","X151_aq.mzML","X152_aq.mzML","X155_aq.mzML","X156_aq.mzML","X6_aq.mzML","X51_aq.mzML","X52_aq.mzML","X53_aq.mzML","X54_aq.mzML","X56_aq.mzML","X58_aq.mzML","X59_aq.mzML","X60_aq.mzML","X61_aq.mzML","X62_aq.mzML","X7_aq.mzML","X63_aq.mzML","X66_aq.mzML","X68_aq.mzML","X69_aq.mzML","X71_aq.mzML","X73_aq.mzML","X75_aq.mzML","X76_aq.mzML","X77_aq.mzML","X78_aq.mzML","X8_aq.mzML","X80_aq.mzML","X81_aq.mzML","X82_aq.mzML","X83_aq.mzML","X84_aq.mzML","X85_aq.mzML","X86_aq.mzML","X88_aq.mzML","X90_aq.mzML","X10_aq.mzML","X93_aq.mzML","X101_aq.mzML","X103_aq.mzML","X104_aq.mzML","X107_aq.mzML","X109_aq.mzML","X112_aq.mzML","X115_aq.mzML","X11_aq.mzML","X122_aq.mzML","X123_aq.mzML","X124_aq.mzML","X125_aq.mzML","X127_aq.mzML","X128_aq.mzML","X129_aq.mzML","X130_aq.mzML","X131_aq.mzML","X132_aq.mzML"
"Culturomica massiliensis",0,0,0,0,0,0,0.017,0,0,0,0,0,0.01,0.013,0.018,0,0,0,0,0,0,0.023,0,0,0.04,0.013,0,0,0,0,0,0,0.008,0.017,0,0.019,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0.008,0,0,0,0.007,0,0,0,0.024,0,0,0,0,0,0,0,0,0.012,0.013,0,0,0,0.008,0.341,0.023,0.007,0,0,0,0,0.014,0.012,0.01,4.284,0.007,0,0,0.018
"Pedobacter himalayensis",0,0,0,0,0,0,0.029,0,0.314,0.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.024,0,0,0,0,0,0,0,0,0,0.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0.01,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0,0,0,0
"Citrobacter freundii",0,0,0,0,0,0,0.488,0,0,0.155,0.015,0,0,0,0,0,0.011,0,0,0,0,0,0,0.008,0.023,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0,0,0,0
"Citrobacter portucalensis",0,0,0,0,0,0,0.041,0,0,0,0.009,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Citrobacter youngae",0,0,0,0,0,0,0.034,0,0,0,0.007,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterobacter roggenkampii",0,0,0,0,0,0,0.188,0,0,0,0,0,0,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterobacter cloacae",0,0,0,0,0,0,0.01,0,0.011,0.016,0,0,0,0.01,0,0,0.014,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0.028,0,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0,0,0,0,0,0,0,0
"Raoultella planticola",0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pluralibacter gergoviae",0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leclercia sp. LSNIH1",0,0,0,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Haemophilus parainfluenzae",0,0,0,0,0,0,0.02,0.105,0.494,0.098,0,0,0,0.03,0.012,0,0,0,0,0,0,0.011,0,0.168,0.017,0,0.013,0,0,0,0,0.02,0,0,0,0.03,0,0,0,0,0,0,0.153,0.036,0,0,0,0,0.025,0,0,0,0.022,0.016,0,0,0,0,0,0,0,0.021,0.039,0,0.112,0,0,0.256,0.03,0.026,0.185,0,0.119,0,0.011,0,0,0.01,0,0,1.33,0,0.073,0,0.099,0.066,0.036,0.041,0,0,0.038,0,0,0.045,0.056,0,0.118,0,0,0,0.032,0,0,0,0,0,0.034,0,0,0,0.025
"Sphaerochaeta sp. Phil3",0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"[Clostridium] methylpentosum",0,0,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0.007,0,0,0,0,0,0.006,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0
"Ruminococcaceae bacterium AM07-15",0,0,0,0,0,0,0,0.01,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0.037,0,0.026,0.007,0,0.01,0,0.026,0.046,0.008,0.009,0.01,0,0,0,0,0,0,0.011,0.018,0.039,0,0.011,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0,0.047,0.026,0,0.037,0,0,0.009,0,0,0,0,0,0,0,0,0.017,0,0,0,0,0,0.008,0,0,0,0.012,0,0.026,0.008,0,0,0,0,0.022,0.014,0,0,0.007
"Anaerotruncus sp. CAG:528",0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0.017,0,0,0,0.021,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0.021,0,0
"uncultured Anaerotruncus sp.",0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0.017,0.014,0,0.011,0,0.026,0.011,0,0,0,0,0,0.007,0,0.008,0,0,0,0.009,0,0,0.01,0,0,0,0,0,0,0.007,0,0.008,0.008,0,1.395,0,0,0,0,0,0,0,0,0,0,0.019,0,0.007,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0,0.012,0,0
"Flavonifractor sp. An92",0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0,0,0,0
"Lachnospiraceae bacterium oral taxon 096",0,0,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium sp. 28_17",0,0,0,0,0,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0,0,0,0.032,0,0.014,0,0.029,0,0,0.037,0,0,0.393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium sp. CAG:492",0,0,0,0,0,0,0,0.39,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0,0,0,0,0,0.499,0,0,0,0.131,0,0,0.156,0,0,0,0,0,0,0.052,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076,0,0,0,0,0,0,0,0,0.233,0.196,0,0,0,0.009,0,0,0,0,0
"Clostridium sp. CAG:288",0,0,0,0,0,0,0,0.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072,0,0,0
"Clostridium sp. CAG:389",0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0.126,0,0,0,0.281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium celatum",0,0,0,0,0,0,0,0.045,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium disporicum",0,0,0,0,0,0,0,0.032,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eubacterium sp. CAG:180",0,0,0,0,0,0,0,0.006,0.438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0,0.009,0,0.012,0,0.251,0.065,0,0,2.357,0.006,0,2.042,0,0,1.446,0.036,0,0,0.007,0,0,0,0,0.325,0,4.597,0,0,0.008,0,0,0.017,0,0.376,1.678,0.033,0,0.504,0,0,0,9.361,1.052,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169,0,0.035,0,0.01,0,0,1.949,0.042,1.248,0,0.008,0,0,0,0,0,0,0,0
"Terrisporobacter glycolicus",0,0,0,0,0,0,0,0.012,0,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0,0,0.007,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Terrisporobacter othiniensis",0,0,0,0,0,0,0,0.013,0,0,0,0.007,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"uncultured Veillonellaceae bacterium",0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0.014,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,2.268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0
"Flavobacteriales bacterium",0,0,0,0,0,0,0,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089,0.01,0,0,0,0,0,0,0,0.109,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0.022,0,0,0,0.035,0,0.007,0,0.094,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0.158,0,0,0.009,0,0,0,0,0.036,0.086,0,0,0,0,0,0,0,0,0
"Haemophilus paraphrohaemolyticus",0,0,0,0,0,0,0,0.025,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Haemophilus sp. HMSC068C11",0,0,0,0,0,0,0,0.016,0.056,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0,0,0.036,0,0,0.029,0,0.018,0,0,0,0,0,0,0,0.112,0,0.012,0,0.014,0,0,0,0,0,0,0,0,0,0.012,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roseburia sp. CAG:303",0,0,0,0,0,0,0,0,0.145,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0.114,0,0,0,0,0,0,0.333,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0.09,0,0.008,0,0,0.007,0,0,0.515,0.007,0.007,0.007,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0.243,0,0
"Lachnospira sp. UBA2821",0,0,0,0,0,0,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ruminococcus sp. CAG:488",0,0,0,0,0,0,0,0,0.321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.584,0.025,0,0,0.201,1.016,0,0.613,0,0,0,0,0,0,0,0.542,0,0,0,0,0,0,0,0,0,0,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205,0,0,0,0,0,0,0,0,0
"Ruminococcus sp. CAG:563",0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093,0,0,0.102,0.016,0.061,0,0.051,0,0,0,0,0,0,0,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0,0,0,0,0,0,0,0,0
"Ruminococcus sp. UBA6407",0,0,0,0,0,0,0,0,0.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oscillibacter sp. PC13",0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0.008,0,0,0,0.007,0,0,0.011,0,0,0,0,0,0,0,0.008,0,0.008,0,0.008,0,0,0.006,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.008,0,0,0,0.008,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0,0,0,0
"Ruminococcaceae bacterium UBA6434",0,0,0,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0.071,0,0,0.062,0,0,0.038,0.01,0,0,0,0,0,0,0,0.008,0,0.033,0,0,0,0,0,0,0,0,0.038,0,0,0.014,0,0,0,0.118,0.026,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.013,0,0,0,0,0,0,0,0,0,0
"Anaerotruncus rubiinfantis",0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.008,0,0.011,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0.02,0,0,0,0
"Clostridium sp. 26_21",0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0,0,0,0,0.044,0,0,0.011,0,0,0,0.018,0,0,0,0.016,0,0,0.145,0,0,0.031,0,0,0,0,0,0,0,0,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium sp. CAG:567",0,0,0,0,0,0,0,0,0.305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346,0,0,0.031,0,0,0,0.029,0,0,0,0,0,0,0,0,0,0,0.102,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276,0,0,0,0,0,0,0,0,0
"Clostridium sp. CAG:508",0,0,0,0,0,0,0,0,0.271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0.536,0,0,0,0.134,0,0,0.463,0,0,0.01,0,0,0,0,0,0,0,0.132,0,0,0,0.529,0,0,0,0,0,0,0,0,0,0,0,0,0,0.886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0
"Clostridium sp. CAG:568",0,0,0,0,0,0,0,0,0.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0,0,0,0,4.527,0,0,0,0,0,1.291,0,0,0,0,0,0,0,0,0,1.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.225,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium sp. CAG:343",0,0,0,0,0,0,0,0,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103,0,0,0,0,0,0,0.398,0,0,0.025,0.053,0,0,0,0,0,0,0,0.036,0,0.047,0,0,1.308,0,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.902,0,0,0,0,0.008,0,0,0,0,0,0.11,0,0,0
"Clostridium sp. CAG:921",0,0,0,0,0,0,0,0,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium sp. CAG:452",0,0,0,0,0,0,0,0,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356,0,0,0.008,0.043,0,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0,0,0
"Clostridium sp. CAG:575",0,0,0,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium sp. CAG:628",0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eubacterium sp.",0,0,0,0,0,0,0,0,0.087,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,2.24,0,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01
"Clostridiales bacterium UBA4717",0,0,0,0,0,0,0,0,0.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
